settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
14667556991	2021-08-21 05:00:41 UTC	2021-09-04 05:00:42 UTC	2021-09-06 05:00:42 UTC	-468.48	USD																		
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemPrice	Principal	38.24	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemPrice	Tax	2.29	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemPrice	Shipping	1.49	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Shipping	0.00	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-2.29	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-3.64	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	ItemFees	Commission	-5.74	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	
14667556991						Order	113-7568163-3143434	113-7568163-3143434		UBBSVCXKv	Amazon.com	Promotion	Shipping	-1.49	AFN	2021-08-26	2021-08-26 05:25:22 UTC	01084944660610			PZ-BE4N-RFJH	1	Amazon PLCC Free-Financing Universal Merchant Free Rush Shipping
14667556991						Order	112-3777871-7134665	112-3777871-7134665		UtW031QPv	Amazon.com	ItemPrice	Principal	38.24	AFN	2021-08-23	2021-08-23 16:26:17 UTC	40807191779826			PZ-BE4N-RFJH	1	
14667556991						Order	112-3777871-7134665	112-3777871-7134665		UtW031QPv	Amazon.com	ItemPrice	Tax	2.87	AFN	2021-08-23	2021-08-23 16:26:17 UTC	40807191779826			PZ-BE4N-RFJH	1	
