settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
14426260941	2021-07-10 05:00:41 UTC	2021-08-07 05:37:31 UTC	2021-08-09 05:37:31 UTC	-107.02	USD																		
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemPrice	Principal	44.99	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemPrice	Tax	3.94	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemPrice	GiftWrap	4.99	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemPrice	GiftWrapTax	0.44	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemPrice	Shipping	1.50	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Other	-0.44	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Shipping	0.00	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemWithheldTax	MarketplaceFacilitatorTax-Principal	-3.94	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemFees	FBAPerUnitFulfillmentFee	-3.64	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemFees	Commission	-7.09	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	ItemFees	GiftwrapChargeback	-4.99	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	
14426260941						Order	111-0985082-2767449	111-0985082-2767449		Uv5pBNPFD	Amazon.com	Promotion	Shipping	-1.50	AFN	2021-07-27	2021-07-27 20:20:02 UTC	05904955422602			PZ-BE4N-RFJH	1	Duplicated A2XW0G5AKMUJO0 1547517042319
14426260941						Order	114-5791254-5507407	114-5791254-5507407		U4MZYsc9F	Amazon.com	ItemPrice	Principal	39.99	AFN	2021-08-04	2021-08-04 01:56:03 UTC	11871722724914			PZ-BE4N-RFJH	1	
